,unique.drugid,CGP.drugid,CCLE.drugid,GSK.drugid,NCI60.drugid,GRAY.drugid,GNE.drugid,CTRP.drugid,CMAP.drugid,CTRPv2.drugid,gCSI.drugid,UHNBreast.drugid,MERCK.drugid,GDSC1000.drugid,NCIALM.drugid,YALE_TNBC.drugid,smiles,inchikey,cid,GDSC2019.drugid,FIMM.drugid,FDA,PharmacoDB.uid,PharmacoDB.drugid
47745,CD-1530,NA,NA,NA,NA,NA,NA,CD-1530,NA,CD-1530,NA,NA,NA,NA,NA,NA,C1=CC(=NC(=C1F)Cl)Cl,YAXSIJLRAOURJK-UHFFFAOYSA-N,13290751,NA,NA,NA,PDBC47569,CD-1530
47747,BIX-01294,NA,NA,NA,NA,NA,NA,BIX-01294,NA,BIX-01294,NA,NA,NA,NA,NA,NA,CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC,OSXFATOLZGZLSK-UHFFFAOYSA-N,25150857,NA,NA,NA,PDBC47571,BIX-01294
47752,CD-437,NA,NA,NA,NA,NA,NA,CD-437,NA,CD-437,NA,NA,NA,NA,NA,NA,CC1=CC(=CC(=C1OC)C)C=O,SNIGEINPLSDHBQ-UHFFFAOYSA-N,2758573,NA,NA,NA,PDBC47576,CD-437
47753,Compound 1541A,NA,NA,NA,NA,NA,NA,Compound 1541A,NA,Compound 1541A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47577,Compound 1541A
47757,VER-155008,NA,NA,NA,NA,NA,NA,VER-155008,NA,VER-155008,NA,NA,NA,NA,NA,NA,C1=CC(=CC=C1COCC2C(C(C(O2)N3C4=C(C(=NC=N4)N)N=C3NCC5=CC(=C(C=C5)Cl)Cl)O)O)C#N,ZXGGCBQORXDVTE-UMCMBGNQSA-N,25195348,NA,NA,NA,PDBC47580,VER-155008
47758,Etomoxir,NA,NA,NA,NA,NA,NA,etomoxir,NA,etomoxir,NA,NA,NA,NA,NA,NA,CCOC(=O)C1(CO1)CCCCCCOC2=CC=C(C=C2)Cl,DZLOHEOHWICNIL-UHFFFAOYSA-N,123823,NA,NA,NA,PDBC47581,etomoxir
47759,AGK-2,NA,NA,NA,NA,NA,NA,AGK-2,NA,AGK-2,NA,NA,NA,NA,NA,NA,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)C(=CC3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)C#N,SVENPFFEMUOOGK-SDNWHVSQSA-N,2130404,NA,NA,NA,PDBC47582,AGK-2
47763,FQI-2,NA,NA,NA,NA,NA,NA,FQI-2,NA,FQI-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47586,FQI-2
47764,BRD6340,NA,NA,NA,NA,NA,NA,BRD6340,NA,BRD6340,NA,NA,NA,NA,NA,NA,NA,NA,1641662,NA,NA,NA,PDBC47587,BRD6340
47765,Darinaparsin,NA,NA,NA,NA,NA,NA,darinaparsin,NA,darinaparsin,NA,NA,NA,NA,NA,NA,C[As](C)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,JGDXFQORBMPJGR-YUMQZZPRSA-N,11683005,NA,NA,NA,PDBC47588,darinaparsin
47766,NPC-26,NA,NA,NA,NA,NA,NA,NPC-26,NA,NPC-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47589,NPC-26
47768,LY-2183240,NA,NA,NA,NA,NA,NA,LY-2183240,NA,LY-2183240,NA,NA,NA,NA,NA,NA,CN(C)C(=O)N1C(=NN=N1)CC2=CC=C(C=C2)C3=CC=CC=C3,GZNIYOXWFCDBBJ-UHFFFAOYSA-N,11507802,NA,NA,NA,PDBC47591,LY-2183240
47775,NSC 74859,NA,NA,NA,2-Hydroxy-4-[({[(4-methylphenyl)sulfonyl]oxy}acetyl)amino]benzoic acid,NA,NA,NSC 74859,NA,NSC 74859,NA,NA,NA,NA,NA,NA,NA,NA,252682,NA,NA,NA,PDBC47598,NSC 74859
47780,Pandacostat,NA,NA,NA,NA,NA,NA,pandacostat,NA,pandacostat,NA,NA,NA,NA,NA,NA,C1=CC(=CC=C1C=CC(=O)NO)C(=O)NNC=C2C=CC(=O)C(=C2O)O,DQNFQTHSDKXSEE-YWSGDMFXSA-N,44543714,NA,NA,NA,PDBC47603,pandacostat
47781,ELCPK,NA,NA,NA,NA,NA,NA,ELCPK,NA,ELCPK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47604,ELCPK
47783,CIL55,NA,NA,NA,NA,NA,NA,CIL55,NA,CIL55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47606,CIL55
47785,GMX-1778,NA,NA,NA,NA,NA,NA,GMX-1778,NA,GMX-1778,NA,NA,NA,NA,NA,NA,Clc1ccc(OCCCCCC\N=C(\NC#N)Nc2ccncc2)cc1,NA,NA,NA,NA,NA,PDBC47608,GMX-1778
47790,PRIMA-1-Met,NA,NA,NA,NA,NA,NA,PRIMA-1-Met,NA,PRIMA-1-Met,NA,NA,NA,NA,NA,NA,COCC1(C(=O)C2CCN1CC2)CO,BGBNULCRKBVAKL-UHFFFAOYSA-N,52918385,PRIMA-1MET,NA,NA,PDBC47613,PRIMA-1-Met
47797,AZD-7545,NA,NA,NA,NA,NA,NA,AZD-7545,NA,AZD7545,NA,NA,NA,NA,NA,NA,CC(C(=O)NC1=C(C=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N(C)C)Cl)(C(F)(F)F)O,DTDZLJHKVNTQGZ-GOSISDBHSA-N,16741245,NA,NA,NA,PDBC47620,AZD-7545
47799,Tivozanib,NA,NA,NA,NA,NA,NA,tivozanib,NA,tivozanib,NA,NA,NA,Tivozanib,NA,NA,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,SPMVMDHWKHCIDT-UHFFFAOYSA-N,9911830,Tivozanib,NA,NA,PDBC47622,tivozanib
47800,BEC,NA,NA,NA,NA,NA,NA,BEC,NA,BEC,NA,NA,NA,NA,NA,NA,CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,NCUCGYYHUFIYNU-UHFFFAOYSA-N,2225,NA,NA,NA,PDBC47623,BEC
47802,CHEMBL1222381,NA,NA,NA,NA,NA,NA,CHEMBL1222381,NA,neuronal differentiation inducer III,NA,NA,NA,NA,NA,NA,C1CC1NC(=O)C2=NOC(=C2)C3=CC=CS3,SYENTKHGMVKGAQ-UHFFFAOYSA-N,19582717,NA,NA,NA,PDBC47625,CHEMBL1222381
47803,Adavosertib,NA,NA,NA,NA,NA,NA,MK 1775,NA,MK-1775,NA,NA,AZD1775,NA,NA,MK-1775,CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1,NA,24856436,MK-1775,NA,NA,PDBC47626,MK 1775
47805,JQ1 compound,NA,NA,NA,NA,NA,NA,JQ-1,NA,JQ-1,JQ1,NA,NA,JQ1,NA,JQ1,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)C(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,DOXYOPGGFSMXOX-GOSISDBHSA-N,71300862,JQ1,NA,NA,PDBC47628,JQ-1
47807,Abt-737,NA,NA,NA,NA,NA,NA,ABT-737,NA,ABT-737,NA,NA,NA,NA,NA,NA,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],HPLNQCPCUACXLM-PGUFJCEWSA-N,11228183,ABT737,NA,NA,PDBC47630,ABT-737
47811,Daporinad,NA,NA,NA,NA,NA,NA,FK866,NA,daporinad,NA,NA,NA,FK866,NA,NA,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,KPBNHDGDUADAGP-VAWYXSNFSA-N,6914657,Daporinad,NA,NA,PDBC47634,FK866
47813,CHEMBL374350,NA,NA,NA,NA,NA,NA,CHEMBL374350,NA,ML029,NA,NA,NA,NA,NA,NA,CC1=CC2=C(C=C1C)N(C(=N2)NCCCO)CC(=O)C3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C,CYCGGKILBWERDJ-UHFFFAOYSA-N,2858523,NA,NA,NA,PDBC47636,CHEMBL374350
47819,SB-225002,NA,NA,NA,NA,NA,NA,SB-225002,NA,SB-225002,NA,NA,NA,NA,NA,SB225002,C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br,MQBZVUNNWUIPMK-UHFFFAOYSA-N,3854666,NA,NA,NA,PDBC47642,SB-225002
47821,CAY10594,NA,NA,NA,NA,NA,NA,CAY10594,NA,CAY10594,NA,NA,NA,NA,NA,NA,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=CC=CC=C5C=C4,FAIFAFUXFFWVNQ-UHFFFAOYSA-N,25105715,NA,NA,NA,PDBC47644,CAY10594
47822,Compound 7d-cis,NA,NA,NA,NA,NA,NA,Compound 7d-cis,NA,Compound 7d-cis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47645,Compound 7d-cis
47823,Neopeltolide,NA,NA,NA,NA,NA,NA,neopeltolide,NA,neopeltolide,NA,NA,NA,NA,NA,NA,CCCC1CC(CC(CC2CC(CC(O2)CC(=O)O1)OC(=O)C=CCCC3=COC(=N3)C=CCNC(=O)OC)C)OC,YRSJLYCTJWNTMF-KXXBBFITSA-N,23661650,NA,NA,NA,PDBC47646,neopeltolide
47826,Ko-143,NA,NA,NA,NA,NA,NA,Ko-143,NA,Ko-143,NA,NA,NA,NA,NA,NA,CC(C)CC1C2=C(CC3N1C(=O)C(NC3=O)CCC(=O)OC(C)(C)C)C4=C(N2)C=C(C=C4)OC,NXNRAECHCJZNRF-JBACZVJFSA-N,10322450,NA,NA,NA,PDBC47649,Ko-143
47827,pifithrin-alpha,NA,NA,NA,NA,NA,NA,pifithrin-alpha,NA,pifithrin-alpha,NA,NA,NA,NA,NA,NA,CC1=CC=C(C=C1)C(=O)C[N+]2=C(SC3=C2CCCC3)N.[Br-],HAGVCKULCLQGRF-UHFFFAOYSA-N,57458948,NA,NA,NA,PDBC47650,pifithrin-alpha
47829,Compound 23 citrate,NA,NA,NA,NA,NA,NA,Compound 23 citrate,NA,Compound 23 citrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47652,Compound 23 citrate
47830,PI-103,NA,NA,NA,NA,NA,NA,PI-103,NA,PI-103,NA,NA,NA,PI-103,NA,NA,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,TUVCWJQQGGETHL-UHFFFAOYSA-N,9884685,PI-103,NA,NA,PDBC47653,PI-103
47832,BRD8958,NA,NA,NA,NA,NA,NA,BRD8958,NA,BRD8958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47655,BRD8958
47834,ISOX,NA,NA,NA,NA,NA,NA,ISOX,NA,ISOX,NA,NA,NA,NA,NA,NA,CC(C)(C)OC(=O)Nc1ccc(cc1)-c1cc(no1)C(=O)NCCCCCCC(=O)NO,NA,NA,NA,NA,NA,PDBC47657,ISOX
47835,CIL55A,NA,NA,NA,NA,NA,NA,CIL55A,NA,CIL55A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47658,CIL55A
47838,Snx-2112,NA,NA,NA,NA,NA,NA,SNX-2112,NA,SNX-2112,NA,NA,NA,SNX-2112,NA,NA,CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)O)C(F)(F)F)C,ZFVRYNYOPQZKDG-UHFFFAOYSA-N,24772860,SNX-2112,NA,NA,PDBC47661,SNX-2112
47839,N9-Isopropyl-olomoucine,NA,NA,NA,NA,NA,NA,N9-isopropylolomoucine,NA,N9-isopropylolomoucine,NA,NA,NA,NA,NA,NA,CC(C)N1C=NC2=C1N=C(N=C2NCC3=CC=CC=C3)NCCO,WHDJEAZLMYPLGL-UHFFFAOYSA-N,6610355,NA,NA,NA,PDBC47662,N9-isopropylolomoucine
47844,BRD1812,NA,NA,NA,NA,NA,NA,BRD1812,NA,BRD1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47667,BRD1812
47846,Purmorphamine,NA,NA,NA,NA,NA,NA,purmorphamine,NA,purmorphamine,NA,NA,NA,NA,NA,NA,C1CCC(CC1)N2C=NC3=C2N=C(N=C3NC4=CC=C(C=C4)N5CCOCC5)OC6=CC=CC7=CC=CC=C76,FYBHCRQFSFYWPY-UHFFFAOYSA-N,5284329,NA,NA,NA,PDBC47669,purmorphamine
47849,UNC0321,NA,NA,NA,NA,NA,NA,UNC0321,NA,UNC0321,NA,NA,NA,NA,NA,NA,CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C)OC)OCCOCCN(C)C,AULLUGALUBVBDD-UHFFFAOYSA-N,46901937,NA,NA,NA,PDBC47672,UNC0321
47853,Sepantronium bromide,NA,NA,NA,NA,NA,NA,YM-155,NA,YM-155,NA,NA,NA,YM155,NA,YM155,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-],QBIYUDDJPRGKNJ-UHFFFAOYSA-M,11178236,Sepantronium bromide,NA,NA,PDBC47676,YM-155
47854,EX-527,NA,NA,NA,NA,NA,NA,EX-527,NA,EX-527,NA,NA,NA,EX-527,NA,NA,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N,FUZYTVDVLBBXDL-UHFFFAOYSA-N,5113032,Selisistat,NA,NA,PDBC47677,EX-527
47857,Manumycin,NA,NA,NA,NA,NA,NA,manumycin A,NA,manumycin A,NA,NA,NA,NA,NA,NA,CCCC[C@@H](C)/C=C(\C)/C=C(\C)/C(=O)NC1=C[C@@](O)(\C=C\C=C\C=C\C(=O)NC2C(=O)CCC2=O)[C@@H]3O[C@@H]3C1=O,NA,6438330,NA,NA,NA,PDBC47680,manumycin A
47858,Ixazomib,NA,NA,NA,NA,NA,NA,MLN2238,NA,MLN2238,NA,NA,NA,NA,NA,NA,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,MXAYKZJJDUDWDS-LBPRGKRZSA-N,25183872,NA,NA,NA,PDBC47681,MLN2238
47864,ML203,NA,NA,NA,NA,NA,NA,ML203,NA,ML203,NA,NA,NA,NA,NA,NA,C1CN(CCN(C1)S(=O)(=O)C2=CC=CC(=C2)N)S(=O)(=O)C3=CC4=C(C=C3)OCCO4,GMHIOMMKSMSRLY-UHFFFAOYSA-N,44543605,NA,NA,NA,PDBC47687,ML203
47869,PF-750,NA,NA,NA,NA,NA,NA,PF-750,NA,PF-750,NA,NA,NA,NA,NA,NA,C1CN(CCC1CC2=CC3=CC=CC=C3N=C2)C(=O)NC4=CC=CC=C4,BIODYGOZWZNCAG-UHFFFAOYSA-N,25154868,NA,NA,NA,PDBC47692,PF-750
47870,PL-DI,NA,NA,NA,NA,NA,NA,PL-DI,NA,PL-DI,NA,NA,NA,NA,NA,NA,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCNC1=C(C=C(C=C1)[N+](=O)[O-])N=[N+]=[N-],JBBYCBXVYZDRPE-PSXMRANNSA-N,3035652,NA,NA,NA,PDBC47693,PL-DI
47873,Neratinib,NA,NA,NA,NA,NA,NA,neratinib,NA,neratinib,NA,NA,NA,NA,NA,NA,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C,JWNPDZNEKVCWMY-VQHVLOKHSA-N,9915743,NA,NA,TRUE,PDBC47696,neratinib
47876,BRD4132,NA,NA,NA,NA,NA,NA,BRD4132,NA,BRD4132,NA,NA,NA,NA,NA,NA,NA,NA,7326481,NA,NA,NA,PDBC47699,BRD4132
47877,UNC0638,NA,NA,NA,NA,NA,NA,UNC0638,NA,UNC0638,NA,NA,NA,UNC0638,NA,UNC0638,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5,QOECJCJVIMVJGX-UHFFFAOYSA-N,46224516,UNC0638,NA,NA,PDBC47700,UNC0638
47879,CI-976,NA,NA,NA,NA,NA,NA,CI-976,NA,CI-976,NA,NA,NA,NA,NA,NA,CCCCCCCCCCC(C)(C)C(=O)NC1=C(C=C(C=C1OC)OC)OC,WAFNZAURAWBNDZ-UHFFFAOYSA-N,122327,NA,NA,NA,PDBC47702,CI-976
47880,BRD9876,NA,NA,NA,NA,NA,NA,BRD9876,NA,BRD9876,NA,NA,NA,NA,NA,NA,CC(C)(C)C1=CC2=C(C=C1)C=C(C(=C2)C#N)C#N,MKILROQBJOOZKC-UHFFFAOYSA-N,613000,NA,NA,NA,PDBC47703,BRD9876
47881,ML006,NA,NA,NA,NA,NA,NA,ML006,NA,ML006,NA,NA,NA,NA,NA,NA,C1COCCN1C2=NC(=C(N=N2)C3=CC=CC=C3)C4=CC=CC=C4,XAYFWWVZSYKDIS-UHFFFAOYSA-N,2842253,NA,NA,NA,PDBC47704,ML006
47884,ML031,NA,NA,NA,NA,NA,NA,ML013,NA,ML031,NA,NA,NA,NA,NA,NA,CC1=CC(=C(N1CC2=CC=CC=C2)C)C(=O)CN3C(=O)CCC3=O,JRESCQKIRPOOEM-UHFFFAOYSA-N,2113511,NA,NA,NA,PDBC47707,ML031
47887,Tosedostat,NA,NA,NA,NA,NA,NA,tosedostat,NA,tosedostat,NA,NA,NA,NA,NA,NA,CC(C)CC(C(C(=O)NO)O)C(=O)NC(C1=CC=CC=C1)C(=O)OC2CCCC2,FWFGIHPGRQZWIW-SQNIBIBYSA-N,15547703,NA,NA,NA,PDBC47710,tosedostat
47889,SJ-172550,NA,NA,NA,NA,NA,NA,SJ-172550,NA,SJ-172550,NA,NA,NA,NA,NA,NA,CCOC1=C(C(=CC(=C1)C=C2C(=NN(C2=O)C3=CC=CC=C3)C)Cl)OCC(=O)OC,RKKFQJXGAQWHBZ-LICLKQGHSA-N,1317464,NA,NA,NA,PDBC47712,SJ-172550
47891,AC55649,NA,NA,NA,NA,NA,NA,AC55649,NA,AC55649,NA,NA,NA,NA,NA,NA,CCCCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,HXBKPYIEQLLNBK-UHFFFAOYSA-N,1714884,NA,NA,NA,PDBC47714,AC55649
47897,pifithrin-mu,NA,NA,NA,NA,NA,NA,pifithrin-mu,NA,pifithrin-mu,NA,NA,NA,NA,NA,NA,C1=CC=C(C=C1)C#CS(=O)(=O)N,ZZUZYEMRHCMVTB-UHFFFAOYSA-N,327653,NA,NA,NA,PDBC47720,pifithrin-mu
47899,16-beta-bromoandrosterone,NA,NA,NA,NA,NA,NA,16-beta-bromoandrosterone,NA,16-beta-bromoandrosterone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47722,16-beta-bromoandrosterone
47900,Pluripotin,NA,NA,NA,NA,NA,NA,pluripotin,NA,pluripotin,NA,NA,NA,NA,NA,NA,NA,NA,12003241,NA,NA,NA,PDBC47723,pluripotin
47906,Prochlorperazine,NA,NA,NA,NA,NA,NA,NA,prochlorperazine,prochlorperazine,NA,NA,NA,NA,NA,NA,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N,4917,NA,NA,TRUE,PDBC47729,prochlorperazine
47924,Phenformin,NA,NA,NA,NA,NA,NA,NA,phenformin,NA,NA,NA,NA,Phenformin,NA,NA,NC(=N)NC(=N)NCCc1ccccc1,ICFJFFQQTFMIBG-UHFFFAOYSA-N,8249,Phenformin,NA,NA,PDBC47747,phenformin
47951,Thalidomide,NA,NA,NA,2-(2,6-Dioxo-3-piperidinyl)-1H-isoindole-1,3(2H)-dione,NA,NA,NA,thalidomide,thalidomide,NA,NA,NA,NA,NA,NA,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,UEJJHQNACJXSKW-UHFFFAOYSA-N,5426,NA,NA,TRUE,PDBC47774,thalidomide
47955,Fulvestrant,NA,NA,NA,(7alpha,17beta)-7-{9-[(4,4,5,5,5-Pentafluoropentyl)sulfinyl]nonyl}estra-1(10),2,4-triene-3,17-diol,NA,NA,NA,fulvestrant,fulvestrant,NA,NA,NA,NA,NA,NA,C[C@@]12CC[C@H]3C([C@@H]2CC[C@@H]1O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34,VWUXBMIQPBEWFH-WCCTWKNTSA-N,104741,Fulvestrant,NA,TRUE,PDBC47777,fulvestrant
47969,Staurosporine,NA,NA,NA,NA,NA,NA,NA,staurosporine,staurosporine,NA,NA,NA,NA,NA,NA,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,HKSZLNNOFSGOKW-FYTWVXJKSA-N,44259,Staurosporine,NA,NA,PDBC47791,staurosporine
48037,Azacitidine,NA,NA,NA,1,3,5-Triazin-2(1H)-one, 4-amino-1-beta-D-ribofuranosyl-,NA,NA,NA,azacitidine,azacitidine,Azacitidine,NA,NA,NA,NA,NA,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,NMUSYJAQQFHJEW-KVTDHHQDSA-N,9444,NA,NA,TRUE,PDBC47859,azacitidine
48111,Chlorambucil,NA,NA,NA,Benzenebutanoic acid, 4-[bis(2-chloroethyl)amino]-,NA,NA,NA,chlorambucil,chlorambucil,NA,NA,NA,NA,NA,NA,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,JCKYGMPEJWAADB-UHFFFAOYSA-N,2708,NA,NA,TRUE,PDBC47932,chlorambucil
48121,Ciclopirox,NA,NA,NA,NA,NA,NA,NA,ciclopirox,ciclopirox,NA,NA,NA,NA,NA,NA,Cc1cc(C2CCCCC2)n(O)c(=O)c1,SCKYRAXSEDYPSA-UHFFFAOYSA-N,2749,NA,NA,TRUE,PDBC47942,ciclopirox
48122,Cimetidine,NA,NA,NA,1-Cyano-2-methyl-3-(2-{[(4-methyl-1H-imidazol-5-yl)methyl]sulfanyl}ethyl)guanidine,NA,NA,NA,cimetidine,cimetidine,NA,NA,NA,NA,NA,NA,CNC(=NC#N)NCCSCc1nc[nH]c1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,2756,NA,NA,TRUE,PDBC47943,cimetidine
48157,DTIC-Dome,NA,NA,NA,NA,NA,NA,NA,dacarbazine,dacarbazine,NA,NA,NA,NA,NA,NA,CN(C)N=Nc1[nH]cnc1C(=O)N,FDKXTQMXEQVLRF-ZHACJKMWSA-N,5353562,NA,NA,TRUE,PDBC47978,dacarbazine
48257,Fluvastatin,NA,NA,NA,(3R,5S,6E)-7-[3-(4-Fluorophenyl)-1-isopropyl-1H-indol-2-yl]-3,5-dihydroxy-6-heptenoic acid,NA,NA,NA,fluvastatin,fluvastatin,NA,NA,NA,NA,NA,NA,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,FJLGEFLZQAZZCD-MCBHFWOFSA-N,446155,NA,NA,TRUE,PDBC48078,fluvastatin
48292,Ifosfamide,NA,NA,NA,2H-1,3,2-Oxazaphosphorin-2-amine, N,3-bis(2-chloroethyl)tetrahydro-, 2-oxide,NA,NA,NA,ifosfamide,ifosfamide,NA,NA,NA,NA,NA,NA,ClCCN[P@]1(=O)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,3690,NA,NA,TRUE,PDBC48113,ifosfamide
48340,Lovastatin,NA,NA,NA,NA,NA,NA,NA,lovastatin,lovastatin,NA,NA,NA,NA,NA,NA,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,PCZOHLXUXFIOCF-BXMDZJJMSA-N,53232,NA,NA,TRUE,PDBC48161,lovastatin
48420,Niclosamide,NA,NA,NA,5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,NA,NA,NA,niclosamide,niclosamide,NA,NA,NA,NA,NA,NA,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-],RJMUSRYZPJIFPJ-UHFFFAOYSA-N,4477,NA,NA,TRUE,PDBC48241,niclosamide
48495,Procarbazine,NA,NA,NA,NA,NA,NA,NA,procarbazine,procarbazine,NA,NA,NA,NA,NA,NA,CNNCc1ccc(cc1)C(=O)NC(C)C,CPTBDICYNRMXFX-UHFFFAOYSA-N,4915,NA,NA,TRUE,PDBC48316,procarbazine
48685,Decitabine,NA,NA,NA,NA,NA,NA,NA,decitabine,decitabine,NA,NA,NA,NA,NA,Decitabine,Nc1ncn([C@@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,XAUDJQYHKZQPEU-KVQBGUIXSA-N,451668,NA,NA,TRUE,PDBC48506,decitabine
48714,Ouabain,NA,NA,NA,NA,NA,NA,NA,ouabain,ouabain,NA,NA,NA,NA,NA,NA,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)C4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)C4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O,LPMXVESGRSUGHW-HBYQJFLCSA-N,439501,NA,NA,NA,PDBC48535,ouabain
48794,Betulinic acid,NA,NA,NA,NA,NA,NA,NA,betulinic acid,betulinic acid,NA,NA,NA,NA,NA,NA,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12)C(=O)O,QGJZLNKBHJESQX-FZFNOLFKSA-N,64971,NA,NA,NA,PDBC48614,betulinic acid
48811,Myricetin,NA,NA,NA,3,5,7-Trihydroxy-2-(3,4,5-trihydroxyphenyl)-4H-chromen-4-one,NA,NA,NA,myricetin,myricetin,NA,NA,NA,NA,NA,NA,Oc1cc(O)c2c(=O)c(O)c(oc2c1)c3cc(O)c(O)c(O)c3,IKMDFBPHZNJCSN-UHFFFAOYSA-N,5281672,NA,NA,NA,PDBC48631,myricetin
49118,GSK-3 inhibitor IX,NA,NA,NA,(3Z)-6-Bromo-3-[(3E)-3-(hydroxyimino)-1,3-dihydro-2H-indol-2-ylidene]-1,3-dihydro-2H-indol-2-one,NA,NA,NA,6-bromoindirubin-3'-oxime,GSK-3 inhibitor IX,NA,NA,NA,NA,NA,NA,ONC1=c2ccccc2=NC1=C3C(=O)Nc4cc(Br)ccc34,SAQUSDSPQYQNBG-UHFFFAOYSA-N,448949,NA,NA,NA,PDBC48935,GSK-3 inhibitor IX
49139,(-)-Epigallocatechin gallate,NA,NA,NA,NA,NA,NA,NA,NA,epigallocatechin-3-monogallate,NA,NA,NA,NA,NA,NA,NA,NA,65064,NA,NA,NA,PDBC48956,epigallocatechin-3-monogallate
